,analysis_sample_rate,audio_md5,danceability,duration,end_of_fade_in,energy,idx_bars_confidence,idx_bars_start,idx_beats_confidence,idx_beats_start,idx_sections_confidence,idx_sections_start,idx_segments_confidence,idx_segments_loudness_max,idx_segments_loudness_max_time,idx_segments_loudness_start,idx_segments_pitches,idx_segments_start,idx_segments_timbre,idx_tatums_confidence,idx_tatums_start,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,analyzer_version,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_name,artist_playmeid,genre,idx_artist_terms,idx_similar_artists,release,release_7digitalid,song_hotttnesss,song_id,title,track_7digitalid,idx_artist_mbtags,year
17,22050,b00607a10b602f31a85cbc482f3518ea,0.0,196.0224,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.195,-6.366,1,0.146,185.202,189.346,7,0.864,TRMMMQY128F92F0EA3,,8066,0.7344714135425402,0.5119758329425405,ARGWPP11187B9AEF43,38.8235,Maryland,-75.92381,f76167bb-c117-4022-8b6b-54c796edf5c9,Dying Fetus,51871,,0,0,Descend Into Depravity,610151,0.6147658092809959,SOKOVRQ12A8C142811,Ethos of Coercion,6782293,0,2009
18,22050,1f2a17fe378283b09c849a69977495ae,0.0,217.57342,0.514,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.77,-4.867,0,0.417,214.309,88.423,4,0.743,TRMMMTK128F424EF7C,,21191,0.7389959064546399,0.5633668961490896,ARDT9VH1187B999C0B,,South Carolina,,6b22de04-fb48-44aa-bd02-c1427f635477,Emery,10889,,0,0,I'm Only A Man (Bonus Track Version),143873,0.7173190344273362,SOIMMJJ12AF72AD643,Rock-N-Rule,1501464,0,2007
19,22050,ec54b9f465fee8deee5d87d9ab9f2c14,0.0,355.60444,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.55,-7.89,1,0.655,349.309,102.397,4,0.903,TRMMMHQ128F4278194,,68575,0.46714484494272307,0.40912707944880217,ARWFDED1187B9B9D71,,,,8ff7e1b4-18f8-48ec-a8a0-793ab1a5511c,Los Ronaldos,-1,,0,0,La bola extra,212920,,SOVMBTP12A8C13A8F6,La bola extra,2318206,0,0
20,22050,bbf1ef1bf188cf1a1f40b8fe3ceff77d,0.0,353.77587,0.351,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.216,-7.569,1,0.425,343.255,167.85,4,0.195,TRMMMQV12903CA201E,,101173,0.3771902027015506,0.29024206999298574,ARVF2AD1187FB47580,,,,fd711779-5524-4ed3-8d68-da0b867caa34,Rev. Timothy Wright,115336,,0,0,Let's Celebrate (He Is Risen),572568,0.2903035987366047,SOOUESZ12AB0189AFD,I Made It Over,6345139,0,0
21,22050,7ce886966daa60692d51636298de6dca,0.0,93.12608,0.098,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.323,-29.369,1,0.281,82.57,120.997,7,0.256,TRMMMMV128F14746A5,,6620,0.4137389372195593,0.38346320777856646,AR0GK7N1187B9AC56C,,,,bfc4370b-c0d9-46c7-825b-bf09f9b65264,Pierre-Laurent Aimard,14355,,0,0,Debussy : 12 Etudes_ Images Sets 1 & 2,34852,0.0,SOAGMGG12A6D4F9099,Debussy : 12 Etudes : VI Pour les huit doigts,373519,0,0
22,22050,fde22f436311094ffc90db0bd280ae1d,0.0,213.4722,0.142,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.577,-9.257,0,0.5,213.472,135.747,4,1.0,TRMMMPN128F426610E,,114787,0.5935542482971042,0.2971756327183053,AR66C9X1187B98F7EA,,"Glasgow, Scotland",,b9313805-5fe0-4f1b-9f5c-9e52565a5a3d,Nicolette,-1,,0,0,Let No One Live Rent Free In Your Head,146536,,SOGFWVT12A8C137C64,Nervous,2242562,0,1996
23,22050,247411db8aec707f66780498b1e72c0d,0.0,319.81669,7.146,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.256,-7.185,1,0.341,307.386,187.378,3,0.824,TRMMMNO128F93539AA,,4411,0.6411975149842052,0.44865347112982507,AR4TLW81187B99683D,,"Syracuse, NY",,0685ac4a-5cfc-408a-b391-903ea20e00bf,Martin Sexton,53504,,0,0,In The Journey,519740,,SOKLPMH12AB01861FA,In The Journey,5749967,0,2001
24,22050,029c2a9a59aaab756b0bbd8253f9eaa6,0.0,204.19873,0.207,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.435,-12.402,1,0.391,201.021,92.085,5,0.951,TRMMMTG128F426B5BB,,203740,0.5591351077320691,0.4045938560765159,ARDPJYJ11F4C83E24A,31.1689,Miami FL,-100.07715,,Craze,-1,,0,0,Crazeë Musick,249485,,SOEPAIN12A8C1396A7,Fuckin Ethic People (999),2851707,0,0
25,22050,a146d0e2b6cef21f46081e8f6ff23854,0.0,258.89914,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.688,-4.66,1,0.596,250.149,157.862,1,0.01,TRMMMPJ128F9306985,,61830,0.5837167589828275,0.39661257106925263,ARBE9HD1187FB40016,,,,8cc00e45-94c9-40e0-882b-0e76dd5b472b,Christian Castro,329,,0,0,Hoy Quiero Soñar,447219,0.24416042996586232,SOQMZZI12AB01850D4,Tu Vida Con La Mía,4970915,0,0
26,22050,c0d72e5811fb375593ce462059e90f80,0.0,253.70077,0.218,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.749,-3.278,1,0.602,253.701,67.06,4,0.235,TRMMMRZ128F4265EB4,,10173,0.8533828692782516,0.6104316204313227,AR12F2S1187FB56EEF,,"Boston, MA",,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,39,,0,0,Honkin' On Bobo,282499,,SOEEHEY12CF5F88FB4,I'm Ready,3162359,0,2004
27,22050,367db26137ee30ad7eee9b2e5b9a65ce,0.0,210.93832,0.247,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.446,-7.664,1,0.167,210.938,207.903,4,0.342,TRMMMKD12903CF219E,,52624,0.729867325353164,0.4178820342717012,AREH0O41187FB4C405,,Oakland,,83e32d32-fee5-45de-a4b6-b49956a069eb,Skinlab,130846,,0,0,Nerve Damage,734700,0.22482003029319375,SOWUMAZ12A67ADE769,Take As Needed,8138503,0,2002
28,22050,0f781d4be4dc2987eb3fb9d1fa82dff2,0.0,180.55791,3.512,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.819,-16.44,0,0.747,175.119,132.156,4,0.558,TRMMMRR12903CF395D,,91211,0.43091412659290945,0.0,ARN5X9D1187B998A6D,,,,2f338a80-cae4-40e8-a0f7-9b5468479e3a,Mike Badger and Friends,-1,,0,0,Lo Fi_ Acoustic Excursions,689856,,SOJJAZT12AC4687219,Autumn In The Mind (Acoustic Version),7656579,0,0
29,22050,a692673dcef8a1759df6b9a300d63bcf,0.0,216.0322,0.357,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.052,-12.143,1,0.27,212.149,179.396,4,0.719,TRMMMJW12903CF239E,,267954,0.542921743934432,0.41124082910011395,AR52DCD1187B992B5F,,Roma,,80d946ff-0567-4882-ad91-77c5d47448b8,Piotta,-1,,0,0,Tequila il mambo del giubileo (12 Inc),779471,,SOMLHJQ12AC4685B45,Tequila,8626743,0,0
30,22050,9dbf8dffb682d2f6ece1c61f3c56f6ef,0.0,236.042,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.427,-6.909,0,0.262,215.986,98.099,4,1.0,TRMMMWA128F1462C8C,,75877,0.5014153396267942,0.3375931528291237,ARPMCDB1187FB4B5D2,40.71455,New York,-74.00712,97989c9f-4efd-436a-b74e-c9914e9f3d06,Sev Statik,101815,,0,0,Speak Life,26385,,SOYNOIK12A6D4F7F3F,All For A Purpose (Speak Life Album Version),285211,0,0
31,22050,eadac2a56525f5626bad5f86a6271de6,0.0,466.99057,2.438,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.754,-7.8,0,0.509,453.178,140.022,4,0.0,TRMMMOT128F931A571,,29162,0.597051561408251,0.35311402409636167,AR00P3M1187FB5428C,,,,b3a35974-4703-4423-92bf-a1b5ac6cac3b,The Advent,-1,,0,0,C On,626259,,SOPUJOM12AB017FEEB,C On,6952931,0,0
32,22050,204120d44d3990d16faa70b52f0e360c,0.0,212.06159,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.446,-7.69,0,0.563,198.972,120.703,4,0.701,TRMMMQN128F4238509,,31611,0.6848080630211406,0.4854447505478776,ARJ3CTF1187B9A1F2E,,,,4c8ead39-b9df-4c56-a27c-51bc049cfd48,Prince & The Revolution,-1,,0,0,The Hits/The B-Sides,133264,0.3231121208952123,SOGNNYL12A6D4F910B,Raspberry Beret (LP Version),1381741,0,0
33,22050,fcb00691ccfe4b0562d1b44e5ca3e180,0.0,372.4273,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.229,-6.663,1,0.396,355.062,191.665,3,0.665,TRMMMKQ128F92EBCB5,,10146,0.7402523056632623,0.47269145898810405,AR79L0D1187FB3AFB6,51.4518,Essen,7.01062,39822e8d-f24e-4f07-b51b-28b22e59fbdb,Kreator,213899,,0,0,Violent revolution,479022,0.7887268224563643,SOOLRHW12A8C142643,All of the same blood,5317548,0,2001
34,22050,defe679b4c3df2b3165653c5d3d74b35,0.0,92.73424,0.183,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.046,-8.408,1,0.407,88.114,148.577,4,0.527,TRMMMQK128F428AB1F,,85490,0.5347421408477826,0.29917730572238566,ARR4EXL1187B9A4E3C,39.73926,Illinois,-89.50409,84c3cdf1-7872-4360-81fa-e3511eafe1c8,Hall Of Fame,-1,,0,0,Hall Of Fame,220586,0.0,SOMKNZS12A8C13DEBC,One Little Too Little,2408454,0,1996
35,22050,24f4ceae5c224c8e1e6c755824a24327,0.0,155.19302,0.084,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.51,-13.588,1,0.586,146.332,67.118,5,0.228,TRMMMPU128F42B134D,,30249,0.44625666654061785,0.3463575222425513,AR0G47L1187B98CC6D,50.91552,"Battle, Sussex, England",0.48883,1ab5ec20-743e-4f11-9c37-237f190ae447,Frank Chacksfield,158461,,0,0,Classic Years,238993,0.46048484498641545,SOYKVON12A8C14097E,Cockleshell Heroes,3484384,0,2007
36,22050,045d79b78b9151d1f77354e4b56cf73d,0.0,95.34649,3.349,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.761,-13.174,1,0.592,95.346,118.772,4,0.0,TRMMMYP128F429A5E4,,131522,0.5254839061278261,0.3140665064670945,ARQJYSJ1187FB4CDF3,,,,6bf918da-7c90-4b96-9661-0f30bc4f15c8,Voyage,82273,,0,0,Voyage,172642,,SOEXAWC12AB01817E6,Trancesequence,1841489,0,0
37,22050,7cd7e2a43e70e163b12d3f57036d45e7,0.0,437.7073,0.154,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.546,-8.105,1,0.477,429.116,132.926,4,0.245,TRMMMKN12903CB44A5,,33,0.6567001580510525,0.47621322571578756,AR3TG9F1187B98E0D3,50.72805,"Devon, England",-3.71925,406f1b42-0c9e-4427-aeb7-02f78e188ec4,Wishbone Ash,9006,,0,0,TRANCE VISIONARY,799812,0.0,SOKQCDA12A6D4FA556,Wonderful Stash,8847762,0,1998
38,22050,d27fa00bd372985b594ae5a1bf946076,0.0,456.59383,0.073,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.176,-5.688,1,0.466,451.791,99.162,4,0.545,TRMMMUZ128F4238E64,,186843,0.43345064617362933,0.3492603170929444,AR2AP091187FB53FC3,,,,5871ab3e-f48b-46ba-b036-03f81e81d8ad,Malavoi,-1,,0,0,Le meilleur,241530,,SOFWVLR12A8C1328DC,La filo,2634064,0,0
39,22050,741bfbf4c874a3903c6efd815ac2b5dd,0.0,246.54322,0.258,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.777,-7.957,1,0.742,235.079,94.782,4,0.36,TRMMMTP128F4276193,,105045,0.5622823472972321,0.3677388168641432,ARPUVK01187B998FB1,,Ohio,,f9539ebb-1984-43df-ab84-b8f73e97d952,Cobra Verde,-1,,0,0,Easy Listening,250835,0.0,SOLRKBF12A8C13C88A,Throw It Away,2900722,0,2003
40,22050,c81e7887d0036b77ecd5fbbf2659c29a,0.0,141.87057,0.525,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.605,-7.572,1,0.625,141.871,158.802,4,0.0,TRMMMSA128F425FA38,,140359,0.3868277683137894,0.3118829220754962,ARYZAZX1187FB5BA03,49.10516,"Surrey, British Columbia, Canada",-122.83019,127c9dae-1aeb-43bc-a930-ecff36b01bc8,Lisa Brokop,78619,,0,0,Lisa Brokop,203899,,SOBDLRM12A8C13A0AC,Before He Kissed Me,2213839,0,0
41,22050,4d9e035448dad426036d9a8a859f30b9,0.0,276.1922,2.659,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.485,-13.729,0,0.577,262.165,168.762,4,0.0,TRMMMHS128F42A0971,,49943,0.6384758830271322,0.4119045249792829,ARCB9IH1187FB52D15,,,,6ff13427-08ff-4da2-bee8-892e1fa22d3c,The Emotions,5040,,0,0,Rejoice,302131,,SOMXBRA12AB017C656,Blessed,3415158,0,1977
42,22050,bb276bafb49149382fdefdde69e44578,0.0,424.17587,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.207,-6.781,0,0.439,417.733,144.993,4,0.414,TRMMMJI12903CC3E5C,,355904,0.5406618260757162,0.3469362290004338,ARS1QBT1187B994054,,,,95a9e97a-01e8-4cfa-94af-715e6c28ca97,Safi Connection,-1,,0,0,B.P.M. - Bionic Pulse Method Vol. 3,762117,,SODJAOH12A58A77B23,Goa Amsterdam,8436593,0,0
43,22050,509b1febf2cd6afd2412084f78340ac6,0.0,181.81179,7.982,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,-6.844,0,0.559,176.385,119.919,4,1.0,TRMMMDJ128F92CC9F6,,19946,0.8071683889555707,0.5024005375163006,AR0H39F1187B9BA26D,39.75911,"Dayton, OH",-84.19444,194eeda1-e662-43bc-b9be-32fc1afecc8b,Hawthorne Heights,8082,,0,0,Fragile Future,316457,0.3589765264395974,SOCPTIN12A8C14265F,Disaster [Demo Version],3579270,0,2008
44,22050,a00b08a716331cdad53495b6169ee038,0.0,175.20281,0.177,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.533,-9.049,0,0.616,163.776,156.753,4,0.0,TRMMMBU128F9305AC3,,11109,0.6064137828516258,0.3776029278684677,ARAV0V51187B98F15B,,,,d35e1026-638b-4c92-b53e-43cfc0172e86,The Maytals,-1,,0,0,The Best Of,344923,,SODVOFJ12AB0181EE6,Night And Day,3863603,0,1994
45,22050,6ca17ec98e4a353b0f5996bd62fc604a,0.0,228.44036,0.073,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.746,-7.711,0,0.295,219.899,112.945,4,0.999,TRMMMFJ128F92E15AC,,43318,0.5306473861449279,0.38192120996025947,AROMGZS1187B9B1672,40.75,"Scafati, Italy",14.52689,21fe27b8-e059-47cc-9064-8bfff4bacba5,Neffa,1147,,0,0,Alla Fine Della Notte,383926,0.5294685333447761,SODDEQU12AAF3B2FC8,Passione,4261918,0,2007
46,22050,5cc8a519cb97f6d4b7d1e3bb2ec63db4,0.0,241.05751,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.432,-11.773,0,0.345,241.058,135.414,4,0.616,TRMMMNI12903CE0AF1,,138438,0.5606342761222629,0.3487018787589052,ARDD0UX1187B9A57F3,,Illinois,,8f1b6974-6529-4e27-8ba9-f2ef2aa7fbe3,Lil O,-1,,0,0,[Screwed] Tha Flood - Swishahouse Mix,728141,0.24906579485370342,SONYUEW12AB018B373,My Everything [Screwed] (feat. Trae The Truth),8067120,0,0
47,22050,79efbccb5a03aa12bd9a8f40b6313d7f,0.0,282.93179,4.807,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.828,-3.828,0,0.667,279.406,162.002,4,0.659,TRMMMFG128F425087B,,16926,0.8202215552096845,0.4851046965702053,AR4T2IF1187B9ADBB7,63.96027,"<a href=""http://billyidol.net"" onmousedown='UntrustedLink.bootstrap($(this), ""fc44f8f60d13ab68c56b3c6709c6d670"", event)' target=""_blank"" rel=""nofollow"">http://billyidol.net</a>",10.22442,47c8f88b-987a-4b64-9175-2b1b57809727,Billy Idol,204,,0,0,Devil's Playground,275293,0.735853158634151,SOWWQXA12A81C1F9CA,Scream,3060170,0,2005
48,22050,2555fb5f4638ff71c1deb102378c4f7f,0.0,168.04526,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,-8.818,1,0.357,156.032,86.363,3,0.853,TRMMMBM128F933EDF7,,293448,0.4597623519126199,0.3693596594045551,AR2AL111187B9B3C31,,,,e503a567-44ed-485b-994e-cc084fcc56e4,The Vichy Government,-1,,0,0,The Man Delusion,468840,0.2884816426560289,SONNHYN12AB018538B,The Man Delusion,5213864,0,0
49,22050,6c73385a0b0e835cd48e970f4bfb46f3,0.0,240.87465,3.582,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.482,-7.581,0,0.394,240.875,141.562,4,0.666,TRMMMLV128F14821BE,,10559,0.43103078716834703,0.3338581245629411,AROPC1B1187FB567E3,,,,6dc557f0-3d47-446d-bb6d-df2ba2405ef7,Out Of The Grey,54572,,0,0,The Early Years,41971,0.0,SOCWWYB12A6D4F9AF4,He Is Not Silent (Out Of The Grey Album Version),446251,0,0
